morphind	root_morphind	root_pos_morphind	affix_morphind	affix_morphind_wclass	pref_morphind	suff_morphind	verb_tagged	n
ber+konjugasi<n>_VSA	konjugasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+konstitusi<n>_VSADASHsebuah<b>_B--	konstitusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+konteks<n>_VSA	konteks	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kontras<n>_VSA	kontras	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kop<n>_VSA	kop	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+koral<n>_VSA	koral	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+koresponden<n>_VSA	koresponden	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kredo<n>_VSA	kredo	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kromosom<n>_VSA	kromosom	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kuasa<n>_VSADASHyang<s>_S--	kuasa	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kunang<n>_VSA	kunang	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kupluk<n>_VSA	kupluk	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+kurikulum<n>_VSA	kurikulum	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lagu<n>_VSA	lagu	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+laju<n>_VSA	laju	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lalat<n>_VSA	lalat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lalulintas<n>_VSA	lalulintas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+landas<n>_VSA	landas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+langit<n>_VSA	langit	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+legitimasi<n>_VSA	legitimasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lembaga<n>_VSA	lembaga	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lembar<n>_VSA	lembar	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lensa<n>_VSA	lensa	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+letak<n>_VSA	letak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lilin<n>_VSA	lilin	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+limbah<n>_VSA	limbah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lipit<n>_VSA	lipit	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lokus<n>_VSA	lokus	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lomba<n>_VSADASHloma<f>_F--	lomba	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lonceng<n>_VSA	lonceng	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lorong<n>_VSA	lorong	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+luka<n>_VSA	luka	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+lulur<n>_VSA	lulur	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+maaf<n>_VSA	maaf	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+macam<n>_VSADASHmaca<x>_X--	macam	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+macan<n>_VSADASHmacam<n>_NSD	macan	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+mahasiswa<n>_VSA	mahasiswa	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+masalah<n>_VSADASHbersih<a>_ASP	masalah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+masalah<n>_VSADASHmitra<n>_NSD	masalah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+matematika<n>_VSA	matematika	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+materi<n>_VSA	materi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+menara<n>_VSA	menara	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+menit<n>_VSA	menit	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+merger<n>_VSA	merger	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+mertua<n>_VSA	mertua	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+minggu<n>_VSADASHmmggu<x>_X--	minggu	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+misi<n>_VSA	misi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+mobilisasi<n>_VSA	mobilisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+muasal<n>_VSA	muasal	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+nenek<n>_VSA	nenek	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+nyamuk<n>_VSA	nyamuk	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ongkos<n>_VSA	ongkos	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+organisasi<n>_VSADASHber+demokrasi<n>_VSA	organisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ovulasi<n>_VSA	ovulasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pahat<n>_VSA	pahat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pantul<n>_VSA	pantul	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+parit<n>_VSA	parit	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pariwisata<n>_VSA	pariwisata	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+parodi<n>_VSA	parodi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+paru<n>_VSA	paru	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pasar<n>_VSA	pasar	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+patung<n>_VSA	patung	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pedang<n>_VSA	pedang	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pekik<n>_VSA	pekik	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pelir<n>_VSA	pelir	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pelumas<n>_VSA	pelumas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+peluru<n>_VSA	peluru	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pembuluh<n>_VSA	pembuluh	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pencak<n>_VSA	pencak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pendopo<n>_VSA	pendopo	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pengertian<n>_VSA	pengertian	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+penis<n>_VSA	penis	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+perak<n>_VSA	perak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+perangkat<n>_VSA	perangkat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+perangko<n>_VSA	perangko	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+peranti<n>_VSA	peranti	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+peri<n>_VSA	peri	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+periode<n>_VSA	periode	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pestisida<n>_VSA	pestisida	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+petisi<n>_VSA	petisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pinak<n>_VSA	pinak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pinggul<n>_VSA	pinggul	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pipi<n>_VSA	pipi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pisau<n>_VSA	pisau	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+plafon<n>_VSA	plafon	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+platform<n>_VSA	platform	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pokok<a>_VSA	pokok	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+polisemi<n>_VSA	polisemi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+polusi<n>_VSA	polusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pora<n>_VSA	pora	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+positif<n>_VSA	positif	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+posko<n>_VSA	posko	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+presisi<n>_VSA	presisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+prioritas<n>_VSA	prioritas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+produktivitas<n>_VSA	produktivitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+progesi<n>_VSA	progesi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+propagasi<n>_VSA	propagasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+punggung<n>_VSA	punggung	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pusaran<n>_VSA	pusaran	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+pusing<n>_VSA	pusing	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+putik<n>_VSA	putik	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+raga<n>_VSA	raga	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ragi<n>_VSA	ragi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rahasia<n>_VSA	rahasia	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ramai<n>_VSA	ramai	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rasio<n>_VSA	rasio	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+refleksi<n>_VSA	refleksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+registrasi<n>_VSA	registrasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rela<n>_VSA	rela	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+relaksasi<n>_VSA	relaksasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rempah<n>_VSA	rempah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+renang<n>_VSADASHdan<h>_H--	renang	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+repetisi<n>_VSA	repetisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+reposisi<n>_VSA	reposisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+resolusi<n>_VSA	resolusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+reuni<n>_VSA	reuni	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rona<n>_VSA	rona	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ronda<n>_VSA	ronda	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rubah<n>_VSADASHsetidaknya<d>_D--	rubah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rubah<n>_VSADASHter+utama<a>_ASS	rubah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+rusuk<n>_VSA	rusuk	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sajadah<n>_VSA	sajadah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+saku<n>_VSA	saku	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sampah<n>_VSA	sampah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sampo<n>_VSA	sampo	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sangkur<n>_VSA	sangkur	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+saput<n>_VSA	saput	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sarapan<n>_VSA	sarapan	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sauh<n>_VSA	sauh	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sawala<n>_VSA	sawala	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sedimentasi<n>_VSA	sedimentasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sedok<n>_VSA	sedok	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sedu<n>_VSA	sedu	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+seiring<n>_VSA	seiring	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+selop<n>_VSA	selop	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+semangat<n>_VSADASHdalam<n>_NSD	semangat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sembah<n>_VSA	sembah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+semut<n>_VSA	semut	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+senam<n>_VSA	senam	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+senda<n>_VSADASHgurau<v>_VSA	senda	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sendok<n>_VSA	sendok	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sengat<n>_VSA	sengat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sensor<n>_VSA	sensor	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+senter<n>_VSA	senter	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sepuh<n>_VSA	sepuh	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+serapah<n>_VSA	serapah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+serigala<n>_VSA	serigala	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+serpihan<n>_VSA	serpihan	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+server<n>_VSA	server	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sia<n>_VSA	sia	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+siang<n>_VSA	siang	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sikat<n>_VSA	sikat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+siklus<n>_VSA	siklus	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sinerji<n>_VSA	sinerji	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sinkronisasi<n>_VSA	sinkronisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sintesis<n>_VSA	sintesis	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+slogan<n>_VSA	slogan	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+solidaritas<n>_VSA	solidaritas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+solo<n>_VSA	solo	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+spesies<n>_VSA	spesies	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+substitusi<n>_VSA	substitusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+sukaria<n>_VSA	sukaria	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+suku<n>_VSADASHsusu<n>_NSD	suku	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+syahadat<n>_VSA	syahadat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tamban<n>_VSA	tamban	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tausiyah<n>_VSA	tausiyah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tekateki<n>_VSA	tekateki	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+teksktur<n>_VSA	teksktur	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+telapak<n>_VSA	telapak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+telpon<n>_VSA	telpon	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tempik sorak<n>_VSA	tempik sorak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tenda<n>_VSA	tenda	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tenis<n>_VSA	tenis	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tepung<n>_VSA	tepung	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+teriak<n>_VSADASHakhirnya<b>_B--	teriak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+terompah<n>_VSA	terompah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tes<n>_VSA	tes	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tikam<n>_VSA	tikam	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tiket<n>_VSA	tiket	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+timbal<n>_VSA	timbal	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tipe<n>_VSADASHp<f>_F--	tipe	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+titah<n>_VSA	titah	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+toko<n>_VSA	toko	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tokoh<n>_VSA	tokoh	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tolakbelakang<n>_VSA	tolakbelakang	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tonggak<n>_VSA	tonggak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+transportasi<n>_VSA	transportasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tujuan<n>_VSA	tujuan	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+tutur<n>_VSADASHturut<v>_VSA	tutur	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ubin<n>_VSA	ubin	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ujung<n>_VSADASHpangkal<n>_NSD	ujung	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ulangtahun<n>_VSA	ulangtahun	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ulir<n>_VSA	ulir	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+upacara<n>_VSA	upacara	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+urat<n>_VSADASHakar<n>_NSD	urat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+urat<n>_VSADASHber+akar<n>_VSA	urat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+urut<n>_VSADASHturut<v>_VSA	urut	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+varian<n>_VSA	varian	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+ventilasi<n>_VSA	ventilasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+visualisasi<n>_VSA	visualisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+wakil<n>_VSA	wakil	n	ber-_0	ber-_n_0	ber-	0	TRUE	1
ber+hatihati<i>_VSA	hatihati	i	ber-_0	ber-_i_0	ber-	0	TRUE	331
ber+oh<i>_VSA	oh	i	ber-_0	ber-_i_0	ber-	0	TRUE	3
ber+hei<i>_VSA	hei	i	ber-_0	ber-_i_0	ber-	0	TRUE	1
ber+oo<i>_VSA	oo	i	ber-_0	ber-_i_0	ber-	0	TRUE	1
ber+uhu<i>_VSA	uhu	i	ber-_0	ber-_i_0	ber-	0	TRUE	1
ber+new<f>_VSA	new	f	ber-_0	ber-_f_0	ber-	0	TRUE	10
ber+make-up<f>_VSA	make-up	f	ber-_0	ber-_f_0	ber-	0	TRUE	4
ber+multitasking<f>_VSA	multitasking	f	ber-_0	ber-_f_0	ber-	0	TRUE	3
ber+parade<f>_VSA	parade	f	ber-_0	ber-_f_0	ber-	0	TRUE	3
ber+sms<f>_VSA	sms	f	ber-_0	ber-_f_0	ber-	0	TRUE	3
ber+chatting<f>_VSA	chatting	f	ber-_0	ber-_f_0	ber-	0	TRUE	2
ber+iq<f>_VSA	iq	f	ber-_0	ber-_f_0	ber-	0	TRUE	2
ber+IG<f>_VSA	IG	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+banking<f>_VSA	banking	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+budget<f>_VSA	budget	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+chemistry<f>_VSA	chemistry	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+crosslining<f>_VSA	crosslining	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+gadget<f>_VSA	gadget	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+glass<f>_VSA	glass	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+honeymoon<f>_VSA	honeymoon	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+hp<f>_VSA	hp	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+matic<f>_VSA	matic	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+mindset<f>_VSA	mindset	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+rating<f>_VSA	rating	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+samurai<f>_VSA	samurai	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+selfie<f>_VSA	selfie	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+seminar<f>_VSA	seminar	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+setting<f>_VSA	setting	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+stand<f>_VSA	stand	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+wefie<f>_VSA	wefie	f	ber-_0	ber-_f_0	ber-	0	TRUE	1
ber+sungguhsungguh<d>_VSA	sungguhsungguh	d	ber-_0	ber-_d_0	ber-	0	TRUE	86
ber+segera<d>_VSA	segera	d	ber-_0	ber-_d_0	ber-	0	TRUE	26
ber+satu<c>_VSA	satu	c	ber-_0	ber-_c_0	ber-	0	TRUE	367
ber+sama<a>_VSA	sama	a	ber-_0	ber-_a_0	ber-	0	TRUE	10912
ber+langsung<a>_VSA	langsung	a	ber-_0	ber-_a_0	ber-	0	TRUE	3346
ber+tahan<a>_VSA	tahan	a	ber-_0	ber-_a_0	ber-	0	TRUE	1694
ber+kurang<a>_VSA	kurang	a	ber-_0	ber-_a_0	ber-	0	TRUE	1027
ber+gegas<a>_VSA	gegas	a	ber-_0	ber-_a_0	ber-	0	TRUE	816
ber+salah<a>_VSA	salah	a	ber-_0	ber-_a_0	ber-	0	TRUE	673
ber+seru<a>_VSA	seru	a	ber-_0	ber-_a_0	ber-	0	TRUE	469
ber+siap<a>_VSA	siap	a	ber-_0	ber-_a_0	ber-	0	TRUE	424
ber+pusat<a>_VSA	pusat	a	ber-_0	ber-_a_0	ber-	0	TRUE	278
ber+lebih<a>_VSA	lebih	a	ber-_0	ber-_a_0	ber-	0	TRUE	263
ber+diam<a>_VSA	diam	a	ber-_0	ber-_a_0	ber-	0	TRUE	216
ber+aneka<a>_VSA	aneka	a	ber-_0	ber-_a_0	ber-	0	TRUE	178
ber+sabar<a>_VSA	sabar	a	ber-_0	ber-_a_0	ber-	0	TRUE	161
ber+kenan<a>_VSA	kenan	a	ber-_0	ber-_a_0	ber-	0	TRUE	155
ber+sedih<a>_VSA	sedih	a	ber-_0	ber-_a_0	ber-	0	TRUE	152
ber+sepakat<a>_VSA	sepakat	a	ber-_0	ber-_a_0	ber-	0	TRUE	130
ber+bahagia<a>_VSA	bahagia	a	ber-_0	ber-_a_0	ber-	0	TRUE	128
ber+cocok<a>_VSA	cocok	a	ber-_0	ber-_a_0	ber-	0	TRUE	128
ber+damai<a>_VSA	damai	a	ber-_0	ber-_a_0	ber-	0	TRUE	127
ber+teduh<a>_VSA	teduh	a	ber-_0	ber-_a_0	ber-	0	TRUE	84
ber+ganda<a>_VSA	ganda	a	ber-_0	ber-_a_0	ber-	0	TRUE	82
ber+kompeten<a>_VSA	kompeten	a	ber-_0	ber-_a_0	ber-	0	TRUE	78
ber+keras<a>_VSA	keras	a	ber-_0	ber-_a_0	ber-	0	TRUE	70
ber+susah<a>_VSA	susah	a	ber-_0	ber-_a_0	ber-	0	TRUE	65
ber+santai<a>_VSA	santai	a	ber-_0	ber-_a_0	ber-	0	TRUE	57
ber+padu<a>_VSA	padu	a	ber-_0	ber-_a_0	ber-	0	TRUE	56
ber+kerut<a>_VSA	kerut	a	ber-_0	ber-_a_0	ber-	0	TRUE	55
ber+warnawarni<a>_VSA	warnawarni	a	ber-_0	ber-_a_0	ber-	0	TRUE	55
ber+kukuh<a>_VSA	kukuh	a	ber-_0	ber-_a_0	ber-	0	TRUE	52
ber+gembira<a>_VSA	gembira	a	ber-_0	ber-_a_0	ber-	0	TRUE	49
ber+baik<a>_VSA	baik	a	ber-_0	ber-_a_0	ber-	0	TRUE	48
ber+khianat<a>_VSA	khianat	a	ber-_0	ber-_a_0	ber-	0	TRUE	43
ber+terus<a>_VSA	terus	a	ber-_0	ber-_a_0	ber-	0	TRUE	43
ber+seri<a>_VSA	seri	a	ber-_0	ber-_a_0	ber-	0	TRUE	41
ber+hemat<a>_VSA	hemat	a	ber-_0	ber-_a_0	ber-	0	TRUE	40
ber+bangga<a>_VSA	bangga	a	ber-_0	ber-_a_0	ber-	0	TRUE	38
ber+serak<a>_VSA	serak	a	ber-_0	ber-_a_0	ber-	0	TRUE	37
ber+kecil<a>_VSA	kecil	a	ber-_0	ber-_a_0	ber-	0	TRUE	35
ber+bekas<a>_VSA	bekas	a	ber-_0	ber-_a_0	ber-	0	TRUE	34
ber+gelimang<a>_VSA	gelimang	a	ber-_0	ber-_a_0	ber-	0	TRUE	27
ber+semu<a>_VSA	semu	a	ber-_0	ber-_a_0	ber-	0	TRUE	27
ber+suci<a>_VSA	suci	a	ber-_0	ber-_a_0	ber-	0	TRUE	26
ber+puas<a>_VSA	puas	a	ber-_0	ber-_a_0	ber-	0	TRUE	25
ber+ihram<a>_VSA	ihram	a	ber-_0	ber-_a_0	ber-	0	TRUE	24
ber+sukacita<n>_VSA	sukacita	a	ber-_0	ber-_a_0	ber-	0	TRUE	24
ber+tinggi<a>_VSA	tinggi	a	ber-_0	ber-_a_0	ber-	0	TRUE	17
ber+susahpayah<a>_VSA	susahpayah	a	ber-_0	ber-_a_0	ber-	0	TRUE	16
ber+giat<a>_VSA	giat	a	ber-_0	ber-_a_0	ber-	0	TRUE	15
ber+buruk<a>_VSA	buruk	a	ber-_0	ber-_a_0	ber-	0	TRUE	14
ber+foyafoya<a>_VSA	foyafoya	a	ber-_0	ber-_a_0	ber-	0	TRUE	13
ber+besar<a>_VSA	besar	a	ber-_0	ber-_a_0	ber-	0	TRUE	11
ber+lapang<a>_VSA	lapang	a	ber-_0	ber-_a_0	ber-	0	TRUE	11
ber+panjang<a>_VSA	panjang	a	ber-_0	ber-_a_0	ber-	0	TRUE	10
ber+muram<a>_VSA	muram	a	ber-_0	ber-_a_0	ber-	0	TRUE	9
ber+lengkap<a>_VSA	lengkap	a	ber-_0	ber-_a_0	ber-	0	TRUE	8
