morphind	root_morphind	root_pos_morphind	affix_morphind	affix_morphind_wclass	pref_morphind	suff_morphind	verb_tagged	n
ber+gelimpang<v>_VSA	gelimpang	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gelugut<v>_VSA	gelugut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gemar<v>_VSA	gemar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gemeletak<v>_VSA	gemeletak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gemercik<v>_VSA	gemercik	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gemerencing<v>_VSA	gemerencing	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gemeresak<v>_VSA	gemeresak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gemeretup<v>_VSA	gemeretup	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gericik<v>_VSA	gericik	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gibah<v>_VSA	gibah	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+gosok<v>_VSA	gosok	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+hadir<v>_VSA	hadir	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+hampar<v>_VSADASHserak<a>_ASP	hampar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+hantam<v>_VSA	hantam	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+henti<v>_VSADASHusaha<n>_NSD	henti	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+ingkar<v>_VSA	ingkar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+iring<v>_VSADASHan<f>_F--	iring	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+jabar<v>_VSA	jabar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+jalar<v>_VSA	jalar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+jaring<v>_VSA	jaring	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+jatuh<v>_VSA	jatuh	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+jungkir<v>_VSA	jungkir	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+kali<v>_VSADASHkalli<x>_X--	kali	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+kawal<v>_VSA	kawal	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+keluar<v>_VSA	keluar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+kenang<v>_VSA	kenang	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+kibas<v>_VSA	kibas	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+kubur<v>_VSA	kubur	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+kuras<v>_VSA	kuras	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+langgan<v>_VSA	langgan	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+lenggak<v>_VSA	lenggak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+libat<v>_VSA	libat	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+lingkar<v>_VSA	lingkar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+lunas<a>_VSA	lunas	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+masak<v>_VSA	masak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+nyala<v>_VSA	nyala	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+olah<v>_VSADASHraga<n>_NSD	olah	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pamer<v>_VSA	pamer	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pandang<v>_VSA	pandang	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+parut<v>_VSA	parut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pekur<v>_VSA	pekur	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pikir<v>_VSADASHbukan<g>_G--	pikir	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pikir<v>_VSADASHivriting<x>_X--	pikir	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pindah<v>_VSADASHtangan<n>_NSD	pindah	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+pintal<v>_VSA	pintal	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+potong<v>_VSA	potong	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+putar<v>_VSADASHputaf<x>_X--	putar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+putus<a>_VSADASHasa<n>_NSD	putus	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+rampas<v>_VSA	rampas	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+rehat<v>_VSA	rehat	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+salin<v>_VSADASHrupa<n>_NSD	salin	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+sandang<v>_VSA	sandang	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+sebut<v>_VSA	sebut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+selengkat<v>_VSA	selengkat	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+sinambung<v>_VSA	sinambung	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+singgung<v>_VSA	singgung	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+sinyalir<v>_VSA	sinyalir	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+sorot<v>_VSA	sorot	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+surut<v>_VSA	surut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tampik<v>_VSA	tampik	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tanggung<v>_VSADASHgugat<v>_VSA	tanggung	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tangkis<v>_VSA	tangkis	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tanya<v>_VSADASHjawab<v>_VSA	tanya	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tanya<v>_VSADASHranya<x>_X--	tanya	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tata<v>_VSA	tata	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tatap<v>_VSADASHmuka<n>_NSD	tatap	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tebar<v>_VSA	tebar	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tendang<v>_VSA	tendang	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+timbang<v>_VSA	timbang	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tindak<v>_VSADASHtanduk<n>_NSD	tindak	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tindih<v>_VSA	tindih	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tinggal<v>_VSA	tinggal	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+toreh<v>_VSA	toreh	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+tuju<v>_VSA	tuju	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+turut<v>_VSADASHtirut<x>_X--	turut	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+uji<v>_VSA	uji	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+ukur<v>_VSA	ukur	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+ungsi<v>_VSA	ungsi	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+urung<v>_VSA	urung	v	ber-_0	ber-_v_0	ber-	0	TRUE	1
ber+lamalama<r>_VSA	lamalama	r	ber-_0	ber-_r_0	ber-	0	TRUE	174
ber+sebagai<r>_VSA	sebagai	r	ber-_0	ber-_r_0	ber-	0	TRUE	1
ber+anjak<pre-cat>_VSA	anjak	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	689
ber+pijak<pre-cat>_VSA	pijak	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	128
ber+kutat<pre-cat>_VSA	kutat	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	103
ber+gidik<pre-cat>_VSA	gidik	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	91
ber+ulang kali<pre-cat>_VSA	ulang kali	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	21
ber+kesiur<pre-cat>_VSA	kesiur	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	13
ber+jingkrak<pre-cat>_VSA	jingkrak	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	8
ber+gadang<pre-cat>_VSA	gadang	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	2
ber+kerubung<pre-cat>_VSA	kerubung	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	2
ber+geletar<pre-cat>_VSA	geletar	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	1
ber+pelesir<pre-cat>_VSA	pelesir	pre-cat	ber-_0	ber-_pre-cat_0	ber-	0	TRUE	1
ber+rupa<n>_VSA	rupa	n	ber-_0	ber-_n_0	ber-	0	TRUE	9127
ber+beda<a>_VSA	beda	n	ber-_0	ber-_n_0	ber-	0	TRUE	8075
ber+laku<n>_VSA	laku	n	ber-_0	ber-_n_0	ber-	0	TRUE	6627
ber+jalan<n>_VSA	jalan	n	ber-_0	ber-_n_0	ber-	0	TRUE	6428
ber+sifat<n>_VSA	sifat	n	ber-_0	ber-_n_0	ber-	0	TRUE	5827
ber+asal<n>_VSA	asal	n	ber-_0	ber-_n_0	ber-	0	TRUE	5505
ber+hasil<n>_VSA	hasil	n	ber-_0	ber-_n_0	ber-	0	TRUE	5480
ber+usaha<n>_VSA	usaha	n	ber-_0	ber-_n_0	ber-	0	TRUE	4883
ber+arti<n>_VSA	arti	n	ber-_0	ber-_n_0	ber-	0	TRUE	4473
ber+diri<n>_VSA	diri	n	ber-_0	ber-_n_0	ber-	0	TRUE	3758
ber+basis<n>_VSA	basis	n	ber-_0	ber-_n_0	ber-	0	TRUE	3270
ber+harga<n>_VSA	harga	n	ber-_0	ber-_n_0	ber-	0	TRUE	2649
ber+pengaruh<n>_VSA	pengaruh	n	ber-_0	ber-_n_0	ber-	0	TRUE	2604
ber+fungsi<n>_VSA	fungsi	n	ber-_0	ber-_n_0	ber-	0	TRUE	2351
ber+peran<n>_VSA	peran	n	ber-_0	ber-_n_0	ber-	0	TRUE	2329
ber+nama<n>_VSA	nama	n	ber-_0	ber-_n_0	ber-	0	TRUE	1961
ber+bunyi<n>_VSA	bunyi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1897
ber+ragam<n>_VSA	ragam	n	ber-_0	ber-_n_0	ber-	0	TRUE	1799
ber+bentuk<n>_VSA	bentuk	n	ber-_0	ber-_n_0	ber-	0	TRUE	1795
ber+akhir<n>_VSA	akhir	n	ber-_0	ber-_n_0	ber-	0	TRUE	1710
ber+usia<n>_VSA	usia	n	ber-_0	ber-_n_0	ber-	0	TRUE	1636
ber+tugas<n>_VSA	tugas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1621
ber+wenang<n>_VSA	wenang	n	ber-_0	ber-_n_0	ber-	0	TRUE	1577
ber+warna<n>_VSA	warna	n	ber-_0	ber-_n_0	ber-	0	TRUE	1517
ber+dampak<n>_VSA	dampak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1503
ber+makna<n>_VSA	makna	n	ber-_0	ber-_n_0	ber-	0	TRUE	1378
ber+kata<n>_VSA	kata	n	ber-_0	ber-_n_0	ber-	0	TRUE	1264
ber+kala<n>_VSA	kala	n	ber-_0	ber-_n_0	ber-	0	TRUE	1230
ber+komunikasi<n>_VSA	komunikasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1212
ber+cerita<n>_VSA	cerita	n	ber-_0	ber-_n_0	ber-	0	TRUE	1210
ber+motor<n>_VSA	motor	n	ber-_0	ber-_n_0	ber-	0	TRUE	1204
ber+manfaat<n>_VSA	manfaat	n	ber-_0	ber-_n_0	ber-	0	TRUE	1199
ber+potensi<n>_VSA	potensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	1177
ber+upaya<n>_VSA	upaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	1137
ber+hak<n>_VSA	hak	n	ber-_0	ber-_n_0	ber-	0	TRUE	1119
ber+bahasa<n>_VSA	bahasa	n	ber-_0	ber-_n_0	ber-	0	TRUE	1112
ber+kualitas<n>_VSA	kualitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	1104
ber+sikap<n>_VSA	sikap	n	ber-_0	ber-_n_0	ber-	0	TRUE	1099
ber+agama<n>_VSA	agama	n	ber-_0	ber-_n_0	ber-	0	TRUE	1034
ber+bagi<n>_VSA	bagi	n	ber-_0	ber-_n_0	ber-	0	TRUE	981
ber+sumber<n>_VSA	sumber	n	ber-_0	ber-_n_0	ber-	0	TRUE	972
ber+operasi<n>_VSA	operasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	965
ber+guna<n>_VSA	guna	n	ber-_0	ber-_n_0	ber-	0	TRUE	896
ber+interaksi<n>_VSA	interaksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	865
ber+bahaya<n>_VSA	bahaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	841
ber+jumlah<n>_VSA	jumlah	n	ber-_0	ber-_n_0	ber-	0	TRUE	789
ber+orientasi<n>_VSA	orientasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	758
ber+masalah<n>_VSA	masalah	n	ber-_0	ber-_n_0	ber-	0	TRUE	744
ber+partisipasi<n>_VSA	partisipasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	706
ber+tahap<n>_VSA	tahap	n	ber-_0	ber-_n_0	ber-	0	TRUE	694
ber+teriak<n>_VSA	teriak	n	ber-_0	ber-_n_0	ber-	0	TRUE	674
ber+daya<n>_VSA	daya	n	ber-_0	ber-_n_0	ber-	0	TRUE	671
ber+kontribusi<n>_VSA	kontribusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	664
ber+risiko<n>_VSA	risiko	n	ber-_0	ber-_n_0	ber-	0	TRUE	661
ber+umur<n>_VSA	umur	n	ber-_0	ber-_n_0	ber-	0	TRUE	637
ber+untung<n>_VSA	untung	n	ber-_0	ber-_n_0	ber-	0	TRUE	603
ber+variasi<n>_VSA	variasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	582
ber+janji<n>_VSA	janji	n	ber-_0	ber-_n_0	ber-	0	TRUE	574
ber+doa<n>_VSA	doa	n	ber-_0	ber-_n_0	ber-	0	TRUE	569
ber+kas<n>_VSA	kas	n	ber-_0	ber-_n_0	ber-	0	TRUE	561
ber+judul<n>_VSA	judul	n	ber-_0	ber-_n_0	ber-	0	TRUE	552
ber+fokus<n>_VSA	fokus	n	ber-_0	ber-_n_0	ber-	0	TRUE	543
ber+rencana<n>_VSA	rencana	n	ber-_0	ber-_n_0	ber-	0	TRUE	543
ber+syukur<n>_VSA	syukur	n	ber-_0	ber-_n_0	ber-	0	TRUE	535
ber+kuasa<n>_VSA	kuasa	n	ber-_0	ber-_n_0	ber-	0	TRUE	519
ber+dasar<n>_VSA	dasar	n	ber-_0	ber-_n_0	ber-	0	TRUE	513
ber+koordinasi<n>_VSA	koordinasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	507
ber+prestasi<n>_VSA	prestasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	506
ber+senjata<n>_VSA	senjata	n	ber-_0	ber-_n_0	ber-	0	TRUE	501
ber+negara<n>_VSA	negara	n	ber-_0	ber-_n_0	ber-	0	TRUE	491
ber+komitmen<n>_VSA	komitmen	n	ber-_0	ber-_n_0	ber-	0	TRUE	480
ber+diskusi<n>_VSA	diskusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	463
ber+perilaku<n>_VSA	perilaku	n	ber-_0	ber-_n_0	ber-	0	TRUE	463
ber+niat<n>_VSA	niat	n	ber-_0	ber-_n_0	ber-	0	TRUE	451
ber+semangat<n>_VSA	semangat	n	ber-_0	ber-_n_0	ber-	0	TRUE	447
ber+kisar<n>_VSA	kisar	n	ber-_0	ber-_n_0	ber-	0	TRUE	443
ber+akibat<n>_VSA	akibat	n	ber-_0	ber-_n_0	ber-	0	TRUE	441
ber+pedoman<n>_VSA	pedoman	n	ber-_0	ber-_n_0	ber-	0	TRUE	429
ber+status<n>_VSA	status	n	ber-_0	ber-_n_0	ber-	0	TRUE	425
ber+bangsa<n>_VSA	bangsa	n	ber-_0	ber-_n_0	ber-	0	TRUE	418
ber+karya<n>_VSA	karya	n	ber-_0	ber-_n_0	ber-	0	TRUE	400
ber+wujud<n>_VSA	wujud	n	ber-_0	ber-_n_0	ber-	0	TRUE	400
ber+jangka<n>_VSA	jangka	n	ber-_0	ber-_n_0	ber-	0	TRUE	396
ber+awal<n>_VSA	awal	n	ber-_0	ber-_n_0	ber-	0	TRUE	392
ber+masyarakat<n>_VSA	masyarakat	n	ber-_0	ber-_n_0	ber-	0	TRUE	388
ber+badan<n>_VSA	badan	n	ber-_0	ber-_n_0	ber-	0	TRUE	385
ber+sekolah<n>_VSA	sekolah	n	ber-_0	ber-_n_0	ber-	0	TRUE	383
ber+mula<n>_VSA	mula	n	ber-_0	ber-_n_0	ber-	0	TRUE	382
ber+maksud<n>_VSA	maksud	n	ber-_0	ber-_n_0	ber-	0	TRUE	380
ber+adaptasi<n>_VSA	adaptasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	376
ber+ujung<n>_VSA	ujung	n	ber-_0	ber-_n_0	ber-	0	TRUE	372
ber+jarak<n>_VSA	jarak	n	ber-_0	ber-_n_0	ber-	0	TRUE	363
ber+investasi<n>_VSA	investasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	349
ber+tempat<n>_VSA	tempat	n	ber-_0	ber-_n_0	ber-	0	TRUE	347
ber+sahabat<n>_VSA	sahabat	n	ber-_0	ber-_n_0	ber-	0	TRUE	341
ber+darah<n>_VSA	darah	n	ber-_0	ber-_n_0	ber-	0	TRUE	336
ber+pengalaman<n>_VSA	pengalaman	n	ber-_0	ber-_n_0	ber-	0	TRUE	334
ber+skala<n>_VSA	skala	n	ber-_0	ber-_n_0	ber-	0	TRUE	334
ber+ibadah<n>_VSA	ibadah	n	ber-_0	ber-_n_0	ber-	0	TRUE	327
ber+keliling<n>_VSA	keliling	n	ber-_0	ber-_n_0	ber-	0	TRUE	322
ber+iman<n>_VSA	iman	n	ber-_0	ber-_n_0	ber-	0	TRUE	321
ber+mimpi<n>_VSA	mimpi	n	ber-_0	ber-_n_0	ber-	0	TRUE	319
ber+reaksi<n>_VSA	reaksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	300
ber+pesan<n>_VSA	pesan	n	ber-_0	ber-_n_0	ber-	0	TRUE	295
ber+kantor<n>_VSA	kantor	n	ber-_0	ber-_n_0	ber-	0	TRUE	284
ber+tekad<n>_VSA	tekad	n	ber-_0	ber-_n_0	ber-	0	TRUE	284
ber+olahraga<n>_VSA	olahraga	n	ber-_0	ber-_n_0	ber-	0	TRUE	282
ber+pidato<n>_VSA	pidato	n	ber-_0	ber-_n_0	ber-	0	TRUE	282
ber+bisnis<n>_VSA	bisnis	n	ber-_0	ber-_n_0	ber-	0	TRUE	271
ber+transaksi<n>_VSA	transaksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	267
ber+subsidi<n>_VSA	subsidi	n	ber-_0	ber-_n_0	ber-	0	TRUE	266
ber+obat<n>_VSA	obat	n	ber-_0	ber-_n_0	ber-	0	TRUE	265
ber+kelompok<n>_VSA	kelompok	n	ber-_0	ber-_n_0	ber-	0	TRUE	263
ber+napas<n>_VSA	napas	n	ber-_0	ber-_n_0	ber-	0	TRUE	259
ber+bau<n>_VSA	bau	n	ber-_0	ber-_n_0	ber-	0	TRUE	257
ber+sandar<n>_VSA	sandar	n	ber-_0	ber-_n_0	ber-	0	TRUE	256
ber+aktivitas<n>_VSA	aktivitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	253
ber+perang<n>_VSA	perang	n	ber-_0	ber-_n_0	ber-	0	TRUE	253
ber+tanda<n>_VSA	tanda	n	ber-_0	ber-_n_0	ber-	0	TRUE	252
ber+komentar<n>_VSA	komentar	n	ber-_0	ber-_n_0	ber-	0	TRUE	251
ber+bisik<n>_VSA	bisik	n	ber-_0	ber-_n_0	ber-	0	TRUE	250
ber+bahan<n>_VSA	bahan	n	ber-_0	ber-_n_0	ber-	0	TRUE	245
ber+layar<n>_VSA	layar	n	ber-_0	ber-_n_0	ber-	0	TRUE	243
ber+tanggungjawab<n>_VSA	tanggungjawab	n	ber-_0	ber-_n_0	ber-	0	TRUE	243
ber+mutu<n>_VSA	mutu	n	ber-_0	ber-_n_0	ber-	0	TRUE	242
ber+minat<n>_VSA	minat	n	ber-_0	ber-_n_0	ber-	0	TRUE	235
ber+sinergi<n>_VSA	sinergi	n	ber-_0	ber-_n_0	ber-	0	TRUE	234
ber+pihak<n>_VSA	pihak	n	ber-_0	ber-_n_0	ber-	0	TRUE	231
ber+rambut<n>_VSA	rambut	n	ber-_0	ber-_n_0	ber-	0	TRUE	229
ber+selang<n>_VSA	selang	n	ber-_0	ber-_n_0	ber-	0	TRUE	226
ber+sepeda<n>_VSA	sepeda	n	ber-_0	ber-_n_0	ber-	0	TRUE	226
ber+tubuh<n>_VSA	tubuh	n	ber-_0	ber-_n_0	ber-	0	TRUE	225
ber+bincang<n>_VSA	bincang	n	ber-_0	ber-_n_0	ber-	0	TRUE	221
ber+suara<n>_VSA	suara	n	ber-_0	ber-_n_0	ber-	0	TRUE	221
ber+dagang<n>_VSA	dagang	n	ber-_0	ber-_n_0	ber-	0	TRUE	219
ber+sinar<n>_VSA	sinar	n	ber-_0	ber-_n_0	ber-	0	TRUE	219
ber+lokasi<n>_VSA	lokasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	211
ber+saudara<n>_VSA	saudara	n	ber-_0	ber-_n_0	ber-	0	TRUE	210
ber+bekal<n>_VSA	bekal	n	ber-_0	ber-_n_0	ber-	0	TRUE	208
ber+kulit<n>_VSA	kulit	n	ber-_0	ber-_n_0	ber-	0	TRUE	207
ber+konsentrasi<n>_VSA	konsentrasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	206
ber+sejarah<n>_VSA	sejarah	n	ber-_0	ber-_n_0	ber-	0	TRUE	206
ber+canda<n>_VSA	canda	n	ber-_0	ber-_n_0	ber-	0	TRUE	203
ber+dentum<n>_VSA	dentum	n	ber-_0	ber-_n_0	ber-	0	TRUE	199
ber+alasan<n>_VSA	alasan	n	ber-_0	ber-_n_0	ber-	0	TRUE	197
ber+jenjang<n>_VSA	jenjang	n	ber-_0	ber-_n_0	ber-	0	TRUE	197
ber+wirausaha<n>_VSA	wirausaha	n	ber-_0	ber-_n_0	ber-	0	TRUE	196
ber+kreasi<n>_VSA	kreasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	192
ber+gaya<n>_VSA	gaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	189
ber+gambar<n>_VSA	gambar	n	ber-_0	ber-_n_0	ber-	0	TRUE	188
ber+karakter<n>_VSA	karakter	n	ber-_0	ber-_n_0	ber-	0	TRUE	188
ber+adab<n>_VSA	adab	n	ber-_0	ber-_n_0	ber-	0	TRUE	187
ber+racun<n>_VSA	racun	n	ber-_0	ber-_n_0	ber-	0	TRUE	187
ber+mata<n>_VSA	mata	n	ber-_0	ber-_n_0	ber-	0	TRUE	186
ber+inovasi<n>_VSA	inovasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	184
ber+jemaah<n>_VSA	jemaah	n	ber-_0	ber-_n_0	ber-	0	TRUE	183
ber+martabat<n>_VSA	martabat	n	ber-_0	ber-_n_0	ber-	0	TRUE	182
ber+kolaborasi<n>_VSA	kolaborasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	181
ber+buah<n>_VSA	buah	n	ber-_0	ber-_n_0	ber-	0	TRUE	180
ber+api<n>_VSA	api	n	ber-_0	ber-_n_0	ber-	0	TRUE	179
ber+tajuk<n>_VSA	tajuk	n	ber-_0	ber-_n_0	ber-	0	TRUE	175
ber+wajah<n>_VSA	wajah	n	ber-_0	ber-_n_0	ber-	0	TRUE	175
ber+baris<n>_VSA	baris	n	ber-_0	ber-_n_0	ber-	0	TRUE	173
ber+debat<n>_VSA	debat	n	ber-_0	ber-_n_0	ber-	0	TRUE	173
ber+seragam<n>_VSA	seragam	n	ber-_0	ber-_n_0	ber-	0	TRUE	173
ber+akar<n>_VSA	akar	n	ber-_0	ber-_n_0	ber-	0	TRUE	171
ber+tingkat<n>_VSA	tingkat	n	ber-_0	ber-_n_0	ber-	0	TRUE	171
ber+wawasan<n>_VSA	wawasan	n	ber-_0	ber-_n_0	ber-	0	TRUE	171
ber+konsultasi<n>_VSA	konsultasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	168
ber+teman<n>_VSA	teman	n	ber-_0	ber-_n_0	ber-	0	TRUE	168
ber+daulat<n>_VSA	daulat	n	ber-_0	ber-_n_0	ber-	0	TRUE	162
ber+implikasi<n>_VSA	implikasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	162
ber+jiwa<n>_VSA	jiwa	n	ber-_0	ber-_n_0	ber-	0	TRUE	161
ber+jasa<n>_VSA	jasa	n	ber-_0	ber-_n_0	ber-	0	TRUE	159
ber+inisiatif<n>_VSA	inisiatif	n	ber-_0	ber-_n_0	ber-	0	TRUE	157
ber+peluang<n>_VSA	peluang	n	ber-_0	ber-_n_0	ber-	0	TRUE	157
ber+cinta<n>_VSA	cinta	n	ber-_0	ber-_n_0	ber-	0	TRUE	153
ber+kompetisi<n>_VSA	kompetisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	153
ber+korban<n>_VSA	korban	n	ber-_0	ber-_n_0	ber-	0	TRUE	153
ber+organisasi<n>_VSA	organisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	153
ber+kisah<n>_VSA	kisah	n	ber-_0	ber-_n_0	ber-	0	TRUE	151
ber+korelasi<n>_VSA	korelasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	151
ber+geming<n>_VSA	geming	n	ber-_0	ber-_n_0	ber-	0	TRUE	149
ber+latar<n>_VSA	latar	n	ber-_0	ber-_n_0	ber-	0	TRUE	147
ber+anak<n>_VSA	anak	n	ber-_0	ber-_n_0	ber-	0	TRUE	146
ber+muara<n>_VSA	muara	n	ber-_0	ber-_n_0	ber-	0	TRUE	146
ber+kesempatan<n>_VSA	kesempatan	n	ber-_0	ber-_n_0	ber-	0	TRUE	145
ber+bakat<n>_VSA	bakat	n	ber-_0	ber-_n_0	ber-	0	TRUE	143
ber+domisili<n>_VSA	domisili	n	ber-_0	ber-_n_0	ber-	0	TRUE	142
ber+lomba<n>_VSA	lomba	n	ber-_0	ber-_n_0	ber-	0	TRUE	142
ber+gumam<n>_VSA	gumam	n	ber-_0	ber-_n_0	ber-	0	TRUE	141
ber+dimensi<n>_VSA	dimensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	137
ber+keluarga<n>_VSA	keluarga	n	ber-_0	ber-_n_0	ber-	0	TRUE	135
ber+gengsi<n>_VSA	gengsi	n	ber-_0	ber-_n_0	ber-	0	TRUE	134
ber+utang<n>_VSA	utang	n	ber-_0	ber-_n_0	ber-	0	TRUE	131
