ID	morphind	root_morphind	semantic_types	root_pos_morphind	n
1234	ber+negara<n>_VSA	negara	reciprocal-collective-group-actions	n	491
1156	ber+manuver<n>_VSA	manuver	translational-motion	n	32
125	ber+bagi<n>_VSADASHke+mampu<a>+an_NSD	bagi	reciprocal-naturally-reciprocal-events	n	1
1875	ber+teksktur<n>_VSA	teksktur	spontaneous-events-property-of-inanimate-entity-TACTILE	n	1
525	ber+gelung<n>_VSA	gelung	grooming	n	25
1985	ber+tumpu<v>_VSA	tumpu	non-trans-mot	v	171
399	ber+doa<n>_VSA	doa	reflexive-indirect-middle	n	569
495	ber+garam<n>_VSA	garam	spontaneous-events-property-of-inanimate-entity-GUSTATORY	n	2
1413	ber+polemik<n>_VSA	polemik	reciprocal-naturally-reciprocal-events	n	9
542	ber+geming<n>_VSADASHseperti<r>_R--	geming	positionals	n	1
1285	ber+pandang<v>_VSA	pandang	reciprocal-naturally-reciprocal-events	v	1
2049	ber+waktu<n>_VSA	waktu	spontaneous-events-property-of-activities	n	3
296	ber+chemistry<f>_VSA	chemistry	reciprocal-naturally-reciprocal-events	f	1
1293	ber+pantun<n>_VSA	pantun	emotion-middle-speech-action	n	9
1986	ber+tumpuk<v>_VSA	tumpuk	reciprocal-chaining	v	64
1045	ber+laga<n>_VSA	laga	body-actions-others	n	109
983	ber+kontestasi<n>_VSA	kontestasi	reciprocal-naturally-reciprocal-events	n	15
1176	ber+melodi<n>_VSA	melodi	spontaneous-inanimate-state/activity-AUDITORY	n	2
531	ber+gemeletuk<v>_VSA	gemeletuk	spontaneous-inanimate-state/activity-AUDITORY	v	14
1791	ber+sukaria<a>_VSA	sukaria	emotion-middle-1-participant	a	4
943	ber+kompeten<a>_VSA	kompeten	reflexive-indirect-middle	a	78
404	ber+dongeng<n>_VSA	dongeng	emotion-middle-speech-action	n	2
150	ber+bangsa<n>_VSA	bangsa	reciprocal-collective-group-actions	n	418
77	ber+anjak<pre-cat>_VSA	anjak	translational-motion	pre-cat	689
1300	ber+parlemen<n>_VSA	parlemen	reciprocal-collective-group-actions	n	7
451	ber+fantasi<n>_VSA	fantasi	cognition-middle	n	18
101	ber+asosiasi<n>_VSA	asosiasi	reciprocal-collective-group-actions	n	117
1888	ber+temali<n>_VSA	temali	reciprocal-naturally-reciprocal-events	n	7
469	ber+fotografi<n>_VSADASHselalu<d>_D--	fotografi	reflexive-indirect-middle	n	1
20	ber+akad<n>_VSA	akad	reciprocal-naturally-reciprocal-events	n	3
1689	ber+sepakat<a>_VSA	sepakat	reciprocal-naturally-reciprocal-events	a	130
1490	ber+ramah<a>_VSADASHtanah<n>_NSD	ramah	reciprocal-naturally-reciprocal-events	a	1
1276	ber+pahala<n>_VSA	pahala	reflexive-indirect-middle	n	6
1535	ber+resonansi<n>_VSA	resonansi	reciprocal-naturally-reciprocal-events	n	5
1056	ber+lalu lalang<v>_VSA	lalu lalang	translational-motion	v	53
171	ber+batas<n>_VSA	batas	reciprocal-naturally-reciprocal-events	n	27
1975	ber+tuju<v>_VSA	tuju	intentional	v	1
27	ber+akrab<a>_VSA	akrab	reciprocal-naturally-reciprocal-events	a	4
233	ber+buai<v>_VSA	buai	spontaneous-events-motion	v	2
1012	ber+kuasa<n>_VSA	kuasa	reflexive-indirect-middle	n	519
397	ber+diskusi<n>_VSA	diskusi	reciprocal-collective-group-actions	n	463
1959	ber+tolong<v>_VSA	tolong	middle-passive	v	2
326	ber+dana<n>_VSA	dana	reflexive-indirect-middle	n	2
1641	ber+selaput<n>_VSA	selaput	grooming	n	3
903	ber+keterampilan<n>_VSA	keterampilan	reflexive-indirect-middle	n	11
228	ber+bondong<n>_VSA	bondong	reciprocal-collective-group-actions	n	8
1299	ber+pariwisata<n>_VSA	pariwisata	translational-motion	n	1
1205	ber+moral<n>_VSA	moral	cognition-middle	n	93
1662	ber+semayam<n>_VSA	semayam	positionals	n	69
1639	ber+selang<n>_VSA	selang	reciprocal-chaining	n	226
960	ber+konflik<n>_VSA	konflik	reciprocal-naturally-reciprocal-events	n	87
1701	ber+serban<n>_VSA	serban	grooming	n	23
1813	ber+tabur<v>_VSA	tabur	reciprocal-naturally-collective-actions	v	23
969	ber+konsentrasi<n>_VSA	konsentrasi	cognition-middle	n	206
1476	ber+putik<n>_VSA	putik	spontaneous-events-animate-being	n	1
1749	ber+sirip<n>_VSA	sirip	reflexive-indirect	n	3
747	ber+jalin<v>_VSA	jalin	reciprocal-naturally-reciprocal-events	v	3
1221	ber+musyawarah<n>_VSA	musyawarah	reciprocal-collective-group-actions	n	42
1622	ber+sedia<v>_VSA	sedia	license	v	1143
569	ber+gidik<pre-cat>_VSA	gidik	non-trans-mot-contained	pre-cat	91
622	ber+harap<v>_VSA	harap	emotion-middle-desiderative	v	2574
1109	ber+liontin<n>_VSA	liontin	grooming	n	2
1144	ber+makan<v>_VSA	makan	reflexive-indirect-middle	v	4
1008	ber+ktp<n>_VSA	ktp	reflexive-indirect-middle	n	4
468	ber+fotografi<n>_VSA	fotografi	reflexive-indirect-middle	n	9
1516	ber+rekreasi<n>_VSA	rekreasi	reciprocal-naturally-reciprocal-events	n	20
195	ber+belok<v>_VSA	belok	translational-motion	v	168
1666	ber+sembunyi<v>_VSA	sembunyi	reflexive-indirect-middle	v	300
1648	ber+selimut<n>_VSA	selimut	grooming	n	30
1547	ber+ronda<n>_VSA	ronda	self-protection-or-self-preservation	n	1
1210	ber+muasal<n>_VSA	muasal	positionals	n	1
2044	ber+wacana<n>_VSA	wacana	emotion-middle-speech-action	n	7
1763	ber+sopan<a>_VSA	sopan	self-control	a	1
1765	ber+soraksorai<n>_VSA	soraksorai	emotion-middle-speech-action	n	46
486	ber+galas<n>_VSA	galas	grooming	n	2
1436	ber+prasangka<n>_VSA	prasangka	cognition-middle	n	40
375	ber+desir<n>_VSA	desir	spontaneous-inanimate-state/activity-AUDITORY	n	42
1938	ber+tindih<v>_VSA	tindih	reciprocal-naturally-reciprocal-events	v	1
71	ber+angin<n>_VSA	angin	spontaneous-events-inanimate-being-psychochemical-change	n	10
1794	ber+sulam<v>_VSA	sulam	reciprocal-naturally-reciprocal-events	v	4
1093	ber+lenggak lenggok<v>_VSA	lenggak lenggok	non-trans-mot	v	8
342	ber+debat<n>_VSA	debat	emotion-middle-speech-action	n	173
894	ber+kerjasama<n>_VSA	kerjasama	reciprocal-naturally-reciprocal-events	n	8
1237	ber+nenek<n>_VSA	nenek	reflexive-indirect-middle	n	1
1916	ber+teriak<n>_VSADASHakhirnya<b>_B--	teriak	emotion-middle-speech-action	n	1
1472	ber+pusing<n>_VSA	pusing	cognition-middle	n	1
1085	ber+lelah<a>_VSA	lelah	body-actions-others	a	1
1070	ber+lanjut<v>_VSA	lanjut	spontaneous-events-property-of-activities	v	635
458	ber+firman<n>_VSA	firman	emotion-middle-speech-action	n	74
1039	ber+kurung<v>_VSA	kurung	positionals	v	3
1862	ber+tauhid<n>_VSA	tauhid	cognition-middle	n	6
50	ber+alis<n>_VSA	alis	reflexive-indirect	n	2
1979	ber+tulang<n>_VSA	tulang	reflexive-indirect	n	33
1104	ber+limbah<n>_VSA	limbah	spontaneous-events-object-specific-substance	n	1
1207	ber+motivasi<n>_VSA	motivasi	emotion-middle-desiderative	n	15
270	ber+canda<n>_VSA	canda	reciprocal-naturally-reciprocal-events	n	203
219	ber+bintang<n>_VSA	bintang	spontaneous-inanimate-state/activity-VISUAL	n	44
1731	ber+silang<v>_VSA	silang	reciprocal-naturally-reciprocal-events	v	18
1301	ber+parodi<n>_VSA	parodi	emotion-middle-speech-action	n	1
1609	ber+sarung<n>_VSA	sarung	grooming	n	30
1989	ber+turut<v>_VSADASHtirut<x>_X--	turut	reciprocal-chaining	v	1
1743	ber+sinergis<a>_VSA	sinergis	reciprocal-naturally-collective-actions	a	2
1573	ber+salin<v>_VSA	salin	grooming	v	136
853	ber+kedip<n>_VSA	kedip	spontaneous-events-animate-being	n	110
739	ber+jabat<v>_VSA	jabat	reciprocal-naturally-reciprocal-events	v	68
675	ber+ijazah<n>_VSA	ijazah	reflexive-indirect-middle	n	26
1336	ber+peluang<n>_VSA	peluang	reflexive-indirect-middle	n	157
1607	ber+sarang<n>_VSA	sarang	translational-motion	n	76
1251	ber+obat<n>_VSA	obat	reflexive-indirect-middle	n	265
940	ber+komentar<n>_VSA	komentar	emotion-middle-speech-action	n	251
456	ber+filosofi<n>_VSA	filosofi	cognition-middle	n	4
912	ber+kicau<n>_VSA	kicau	spontaneous-inanimate-state/activity-AUDITORY	n	47
260	ber+cahaya<n>_VSA	cahaya	spontaneous-inanimate-state/activity-VISUAL	n	122
1059	ber+lama<a>_VSADASHmana<n>_NSD	lama	spontaneous-events-property-of-activities	a	1
778	ber+jual<v>_VSA	jual	reflexive-indirect-middle	v	7
585	ber+gotongroyong<n>_VSA	gotongroyong	reciprocal-collective-group-actions	n	19
1042	ber+labuh<v>_VSA	labuh	positionals	v	94
364	ber+deret<n>_VSA	deret	reciprocal-naturally-reciprocal-events	n	70
537	ber+gemeretuk<v>_VSA	gemeretuk	spontaneous-inanimate-state/activity-AUDITORY	v	4
1788	ber+suka<v>_VSA	suka	emotion-middle-1-participant	v	20
1214	ber+mula<n>_VSA	mula	spontaneous-events-property-of-activities	n	382
1121	ber+lokus<n>_VSA	lokus	positionals	n	1
764	ber+jaya<n>_VSA	jaya	reflexive-indirect-middle	n	83
311	ber+crosslining<f>_VSA	crosslining	grooming	f	1
247	ber+bunga<n>_VSA	bunga	spontaneous-events-animate-being	n	94
515	ber+geliat<v>_VSA	geliat	non-trans-mot	v	15
324	ber+damai<a>_VSA	damai	reciprocal-naturally-reciprocal-events	a	127
744	ber+jalan<n>_VSA	jalan	translational-motion	n	6428
1198	ber+mitra<n>_VSA	mitra	reciprocal-naturally-reciprocal-events	n	77
1954	ber+tolak<v>_VSA	tolak	translational-motion	v	280
808	ber+kalung<n>_VSA	kalung	grooming	n	10
143	ber+balik<v>_VSA	balik	non-trans-mot	v	326
154	ber+bantah<v>_VSA	bantah	emotion-middle-speech-action	v	5
1718	ber+sholat<n>_VSA	sholat	reflexive-indirect-middle	n	3
1935	ber+timbun<v>_VSA	timbun	reciprocal-naturally-reciprocal-events	v	2
1025	ber+kulit<n>_VSA	kulit	reflexive-indirect	n	207
1209	ber+muara<n>_VSA	muara	positionals	n	146
1079	ber+lawan<v>_VSA	lawan	reciprocal-naturally-reciprocal-events	v	4
1908	ber+teori<n>_VSA	teori	cognition-middle	n	16
1055	ber+lalu<v>_VSADASHlintas<v>_VSA	lalu	translational-motion	v	3
1415	ber+poligami<n>_VSA	poligami	reciprocal-naturally-reciprocal-events	n	8
75	ber+angsur<v>_VSA	angsur	spontaneous-events-property-of-activities	v	136
1491	ber+ramahtamah<n>_VSA	ramahtamah	reciprocal-naturally-reciprocal-events	n	11
1489	ber+ramah<a>_VSA	ramah	reciprocal-naturally-reciprocal-events	a	4
1990	ber+tutup<v>_VSA	tutup	spontaneous-events-object-specific-port	v	9
1988	ber+turut<v>_VSA	turut	reciprocal-chaining	v	49
2056	ber+wawancara<n>_VSA	wawancara	reciprocal-naturally-reciprocal-events	n	4
182	ber+beda<a>_VSADASHdalam<a>_ASP	beda	reciprocal-naturally-reciprocal-events	n	1
1338	ber+peluk<v>_VSA	peluk	reciprocal-naturally-reciprocal-events	v	30
1125	ber+lonceng<n>_VSA	lonceng	spontaneous-inanimate-state/activity-AUDITORY	n	1
1281	ber+paling<v>_VSA	paling	non-trans-mot	v	130
1054	ber+lalu<v>_VSA	lalu	translational-motion	v	841
128	ber+bagi<n>_VSADASHrisiko<n>_NSD	bagi	reciprocal-naturally-reciprocal-events	n	1
987	ber+kontribusi<n>_VSA	kontribusi	reciprocal-naturally-reciprocal-events	n	664
1795	ber+suluh<n>_VSA	suluh	grooming	n	2
946	ber+kompetitif<a>_VSA	kompetitif	reciprocal-naturally-reciprocal-events	a	1
1497	ber+rangkai<v>_VSA	rangkai	reciprocal-chaining	v	11
1587	ber+sampo<n>_VSA	sampo	grooming	n	1
1722	ber+siap<a>_VSA	siap	readiness	a	424
2062	ber+wiraswasta<n>_VSA	wiraswasta	reflexive-indirect-middle	n	11
1091	ber+lengan<n>_VSA	lengan	reflexive-indirect	n	20
1673	ber+senandung<n>_VSA	senandung	emotion-middle-speech-action	n	55
1827	ber+tambah<v>_VSA	tambah	spontaneous-events-inanimate-being-change-of-shape	v	1275
443	ber+etnik<n>_VSA	etnik	reflexive-indirect	n	4
197	ber+benah<v>_VSA	benah	grooming	v	90
1157	ber+marga<n>_VSA	marga	reflexive-indirect	n	11
1531	ber+reproduksi<n>_VSA	reproduksi	spontaneous-events-animate-being	n	14
1579	ber+sama<a>_VSADASHsam<f>_F--	sama	reciprocal-naturally-reciprocal-events	a	2
1256	ber+olah<v>_VSADASHraga<n>_NSD	olah	reflexive-indirect-middle	v	1
2065	ber+wujud<n>_VSA	wujud	reflexive-indirect	n	400
1377	ber+petir<n>_VSA	petir	spontaneous-events-change-of-state	n	3
1514	ber+rehat<v>_VSA	rehat	positionals	v	1
590	ber+gulat<v>_VSA	gulat	reciprocal-naturally-reciprocal-events	v	25
1941	ber+tingkah<n>_VSA	tingkah	self-control	n	118
1235	ber+negosiasi<n>_VSA	negosiasi	reciprocal-collective-group-actions	n	83
376	ber+desis<n>_VSA	desis	spontaneous-inanimate-state/activity-AUDITORY	n	12
741	ber+jaga<v>_VSA	jaga	self-protection-or-self-preservation	v	176
687	ber+imam<n>_VSA	imam	reflexive-indirect-middle	n	1
708	ber+instagram<n>_VSA	instagram	reflexive-indirect-middle	n	1
2004	ber+ujung<n>_VSADASHpangkal<n>_NSD	ujung	positionals	n	1
237	ber+budi<n>_VSA	budi	cognition-middle	n	55
1860	ber+tatap<v>_VSA	tatap	reciprocal-naturally-reciprocal-events	v	59
913	ber+kilah<n>_VSA	kilah	cognition-middle	n	22
335	ber+daya<n>_VSA	daya	reflexive-indirect	n	671
1133	ber+lumur<v>_VSA	lumur	grooming	v	37
1897	ber+tenang<a>_VSA	tenang	emotion-middle-1-participant	a	1
2033	ber+usia<n>_VSA	usia	reflexive-indirect	n	1636
1394	ber+pindah<v>_VSA	pindah	translational-motion	v	577
891	ber+keringat<n>_VSA	keringat	body-actions-others	n	127
208	ber+bibir<n>_VSA	bibir	reflexive-indirect	n	9
1861	ber+tatap<v>_VSADASHmuka<n>_NSD	tatap muka	reciprocal-naturally-reciprocal-events	v	1
1148	ber+maksud<n>_VSA	maksud	intentional	n	380
793	ber+kaca<n>_VSA	kaca	grooming	n	88
13	ber+aerobik<n>_VSA	aerobik	body-actions-others	n	1
1019	ber+kuda<n>_VSA	kuda	translational-motion	n	75
1911	ber+tepuk<v>_VSA	tepuk	reciprocal-naturally-reciprocal-events	v	145
1306	ber+partner<n>_VSA	partner	reciprocal-naturally-reciprocal-events	n	7
127	ber+bagi<n>_VSADASHpakai<v>_VSA	bagi	reciprocal-naturally-reciprocal-events	n	1
1738	ber+simpati<n>_VSA	simpati	emotion-middle-2-participants	n	59
1227	ber+nalar<n>_VSA	nalar	cognition-middle	n	35
1381	ber+pidato<n>_VSA	pidato	emotion-middle-speech-action	n	282
155	ber+bantal<n>_VSA	bantal	positionals	n	3
1146	ber+makna<n>_VSA	makna	reflexive-indirect-middle	n	1378
1967	ber+transformasi<n>_VSA	transformasi	spontaneous-events-inanimate-being-change-of-shape	n	85
1865	ber+tawakal<n>_VSA	tawakal	cognition-middle	n	13
1872	ber+tekad<n>_VSA	tekad	emotion-middle-desiderative	n	284
527	ber+gema<n>_VSA	gema	spontaneous-inanimate-state/activity-AUDITORY	n	53
1969	ber+transmisi<n>_VSA	transmisi	translational-motion	n	8
86	ber+argumentasi<n>_VSA	argumentasi	reciprocal-naturally-reciprocal-events	n	33
1255	ber+olah<v>_VSA	olah	reflexive-indirect-middle	v	38
1581	ber+sama<a>_VSADASHsana<n>_NSD	sama	reciprocal-naturally-reciprocal-events	a	1
1460	ber+pulang<v>_VSA	pulang	translational-motion	v	69
561	ber+gerombol<n>_VSA	gerombol	reciprocal-collective-group-actions	n	61
475	ber+gabung<v>_VSA	gabung	reciprocal-naturally-collective-actions	v	1385
1013	ber+kuasa<n>_VSADASHyang<s>_S--	kuasa	reflexive-indirect-middle	n	1
1752	ber+sisir<n>_VSA	sisir	grooming	n	4
644	ber+hijab<n>_VSA	hijab	grooming	n	22
532	ber+gemercik<v>_VSA	gemercik	spontaneous-inanimate-state/activity-AUDITORY	v	1
1597	ber+sanggul<n>_VSA	sanggul	grooming	n	2
1968	ber+transisi<n>_VSA	transisi	spontaneous-events-change-of-state	n	4
251	ber+buru<v>_VSA	buru	reciprocal-chaining	v	294
1790	ber+sukaria<n>_VSA	sukaria	emotion-middle-1-participant	n	1
356	ber+dengung<n>_VSA	dengung	spontaneous-inanimate-state/activity-AUDITORY	n	34
1225	ber+nafas<n>_VSA	nafas	body-actions-others	n	39
1136	ber+maaf<n>_VSA	maaf	reciprocal-naturally-reciprocal-events	n	1
1022	ber+kukuh<a>_VSA	kukuh	emotion-middle-1-participant	a	52
1266	ber+organisasi<n>_VSA	organisasi	reciprocal-collective-group-actions	n	153
1621	ber+sedekah<n>_VSA	sedekah	reflexive-indirect-middle	n	39
520	ber+gelinjang<v>_VSA	gelinjang	non-trans-mot	v	3
1574	ber+salin<v>_VSADASHrupa<n>_NSD	salin rupa	grooming	v	1
1440	ber+prestasi<n>_VSA	prestasi	reflexive-indirect-middle	n	506
519	ber+gelinding<v>_VSA	gelinding	translational-motion	v	2
158	ber+bapa<n>_VSA	bapa	reflexive-indirect-middle	n	1
1021	ber+kuku<n>_VSA	kuku	reflexive-indirect	n	3
1113	ber+lisensi<n>_VSA	lisensi	reflexive-indirect-middle	n	7
351	ber+demo<n>_VSA	demo	reciprocal-collective-group-actions	n	14
746	ber+jalar<v>_VSA	jalar	reciprocal-naturally-collective-actions	v	1
164	ber+basah<a>_VSA	basah	grooming	a	1
1464	ber+punuk<n>_VSA	punuk	reflexive-indirect	n	2
70	ber+anggota<n>_VSA	anggota	reciprocal-collective-group-actions	n	9
1903	ber+tenis<n>_VSA	tenis	body-actions-others	n	1
871	ber+kembangbiak<n>_VSA	kembangbiak	body-actions-others	n	9
1325	ber+peci<n>_VSA	peci	grooming	n	21
1510	ber+reformasi<n>_VSA	reformasi	spontaneous-events-inanimate-being-change-of-shape	n	2
540	ber+gemerincing<v>_VSA	gemerincing	spontaneous-inanimate-state/activity-AUDITORY	v	5
1360	ber+perangai<n>_VSA	perangai	self-control	n	13
541	ber+geming<n>_VSA	geming	positionals	n	149
543	ber+gempita<a>_VSA	gempita	spontaneous-inanimate-state/activity-AUDITORY	a	1
526	ber+gelut<v>_VSA	gelut	reciprocal-naturally-reciprocal-events	v	67
856	ber+kelakar<n>_VSA	kelakar	emotion-middle-speech-action	n	33
